Fecha,Semana,Provincia,Distrito,Clima,Pluvio_Min,Pluvio_Max,Nubosidad,Presión,Viento_Min,Viento_Max,Temp_Min,Temp_Max,Punto_Rocío
2020-01-08,2,LIMA,PUEBLO LIBRE,Despejado,0.0,0.0,0.7,1014.0,6.0,15.0,19.0,23.0,19.0
2020-01-08,2,LIMA,PUENTE PIEDRA,Despejado,0.0,0.0,,1014.0,5.0,16.0,19.0,24.0,18.0
2020-01-08,2,LIMA,PUNTA HERMOSA,Niebla,0.0,0.0,0.7,1015.0,4.0,12.0,19.0,24.0,18.0
2020-01-08,2,LIMA,PUNTA NEGRA,Niebla,0.0,0.0,0.6,1014.0,4.0,11.0,18.0,24.0,17.0
2020-01-08,2,LIMA,RIMAC,Niebla,0.0,0.0,0.5,1014.0,3.0,14.0,19.0,25.0,17.0
2020-01-08,2,LIMA,SAN BARTOLO,Niebla,0.0,0.0,0.7,1014.0,4.0,12.0,19.0,24.0,17.0
2020-01-08,2,LIMA,SAN BORJA,Niebla,0.0,0.0,0.9,1014.0,3.0,14.0,19.0,25.0,19.0
2020-01-08,2,LIMA,SAN ISIDRO,Niebla,0.0,0.0,0.6,1014.0,5.0,14.0,19.0,24.0,19.0
2020-01-08,2,LIMA,SAN JUAN DE LURIGANCHO,Despejado,0.0,0.0,0.9,1014.0,3.0,13.0,19.0,27.0,17.0
2020-01-08,2,LIMA,SAN JUAN DE MIRAFLORES,Despejado,0.0,0.0,0.9,1014.0,6.0,14.0,21.0,24.0,19.0
2020-01-08,2,LIMA,SAN LUIS,Niebla,0.0,0.0,0.5,1014.0,2.0,14.0,22.0,26.0,18.0
2020-01-08,2,LIMA,SAN MARTIN DE PORRES,Despejado,0.0,0.0,0.5,1013.0,6.0,16.0,20.0,22.0,18.0
2020-01-08,2,LIMA,SAN MIGUEL,Despejado,0.0,0.0,0.5,1013.0,7.0,15.0,20.0,22.0,19.0
2020-01-08,2,LIMA,SANTA ANITA,Niebla,0.0,0.0,0.7,1014.0,2.0,14.0,18.0,26.0,17.0
2020-01-08,2,LIMA,SANTA MARIA DEL MAR,Niebla,0.0,0.0,0.6,1015.0,4.0,12.0,19.0,24.0,20.0
2020-01-08,2,LIMA,SANTA ROSA,Despejado,0.0,0.0,0.3,1014.0,7.0,15.0,19.0,24.0,19.0
2020-01-08,2,LIMA,SANTIAGO DE SURCO,Despejado,0.0,0.0,,1014.0,5.0,14.0,20.0,24.0,18.0
2020-01-08,2,LIMA,SURQUILLO,Niebla,0.0,0.0,,1014.0,4.0,14.0,20.5,25.0,20.0
2020-01-08,2,LIMA,VILLA EL SALVADOR,Despejado,0.0,0.0,0.8,1014.0,6.0,14.0,21.0,22.0,18.0
2020-01-08,2,LIMA,VILLA MARIA DEL TRIUNFO,Niebla,0.0,0.0,0.7,1015.0,6.0,15.0,20.0,23.0,17.0
2020-01-15,3,CALLAO,BELLAVISTA,,,,,1010.0,5.0,10.0,,,
2020-01-15,3,CALLAO,CALLAO,,,,,1009.0,5.0,10.0,,,
2020-01-15,3,CALLAO,CARMEN DE LA LEGUA REYNOSO,,,,,1009.0,5.0,11.0,,,
2020-01-15,3,CALLAO,LA PERLA,,,,,1010.0,4.0,10.0,,,
2020-01-15,3,CALLAO,LA PUNTA,,,,,1009.0,4.0,10.0,,,
2020-01-15,3,CALLAO,MI PERU,,,,,1010.0,4.0,9.0,,,
2020-01-15,3,CALLAO,VENTANILLA,,,,,1010.0,5.0,10.0,,,
2020-01-15,3,LIMA,ANCON,,,,,1009.0,3.0,12.0,,,
2020-01-15,3,LIMA,ATE,,,,,1012.0,5.0,14.0,,,
2020-01-15,3,LIMA,BARRANCO,,,,,1009.0,4.0,12.0,,,
2020-01-15,3,LIMA,BREÑA,,,,,1010.0,4.0,12.0,,,
2020-01-15,3,LIMA,CARABAYLLO,,,,,1011.0,5.0,11.0,,,
2020-01-15,3,LIMA,CHACLACAYO,,,,,1010.0,5.0,13.0,,,
2020-01-15,3,LIMA,CHORRILLOS,,,,,1010.0,4.0,13.0,,,
2020-01-15,3,LIMA,CIENEGUILLA,,,,,1011.0,4.0,12.0,,,
2020-01-15,3,LIMA,COMAS,,,,,1012.0,5.0,12.0,,,
2020-01-15,3,LIMA,EL AGUSTINO,,,,,1011.0,4.0,13.0,,,
2020-01-15,3,LIMA,INDEPENDENCIA,,,,,1009.0,5.0,12.0,,,
2020-01-15,3,LIMA,JESUS MARIA,,,,,,4.0,12.0,,,
2020-01-15,3,LIMA,LA MOLINA,,,,,1011.0,4.0,13.0,,,
2020-01-15,3,LIMA,LA VICTORIA,,,,,1009.0,3.75,12.0,,,
2020-01-15,3,LIMA,LIMA,,,,,1009.0,4.0,12.0,,,
2020-01-15,3,LIMA,LINCE,,,,,1010.0,4.0,12.0,,,
2020-01-15,3,LIMA,LOS OLIVOS,,,,,1009.0,5.0,11.0,,,
2020-01-15,3,LIMA,LURIGANCHO,,,,,1013.0,6.0,14.0,,,
2020-01-15,3,LIMA,LURIN,,,,,1013.0,4.0,11.0,,,
2020-01-15,3,LIMA,MAGDALENA DEL MAR,,,,,1010.0,4.0,11.0,,,
2020-01-15,3,LIMA,MIRAFLORES,,,,,1010.0,4.0,12.0,,,
2020-01-15,3,LIMA,PACHACAMAC,,,,,1012.0,4.0,12.0,,,
2020-01-15,3,LIMA,PUCUSANA,,,,,1012.0,3.0,10.0,,,
2020-01-15,3,LIMA,PUEBLO LIBRE,,,,,1012.0,4.0,11.0,,,
2020-01-15,3,LIMA,PUENTE PIEDRA,,,,,1010.0,4.0,10.0,,,
2020-01-15,3,LIMA,PUNTA HERMOSA,,,,,1013.0,4.0,10.0,,,
2020-01-15,3,LIMA,PUNTA NEGRA,,,,,1011.0,4.0,10.0,,,
2020-01-15,3,LIMA,RIMAC,,,,,1011.0,5.0,12.0,,,
2020-01-15,3,LIMA,SAN BARTOLO,,,,,1010.0,4.0,10.0,,,
2020-01-15,3,LIMA,SAN BORJA,,,,,1011.0,4.0,13.0,,,
2020-01-15,3,LIMA,SAN ISIDRO,,,,,1010.0,4.0,12.0,,,
2020-01-15,3,LIMA,SAN JUAN DE LURIGANCHO,,,,,1011.0,5.0,13.0,,,
2020-01-15,3,LIMA,SAN JUAN DE MIRAFLORES,,,,,1010.0,5.0,13.0,,,
2020-01-15,3,LIMA,SAN LUIS,,,,,1010.0,4.0,13.0,,,
2020-01-15,3,LIMA,SAN MARTIN DE PORRES,,,,,1010.0,5.0,11.0,,,
2020-01-15,3,LIMA,SAN MIGUEL,,,,,1010.0,4.0,11.0,,,
2020-01-15,3,LIMA,SANTA ANITA,,,,,1011.0,5.0,13.0,,,
2020-01-15,3,LIMA,SANTA MARIA DEL MAR,,,,,1011.0,3.0,10.0,,,
2020-01-15,3,LIMA,SANTA ROSA,,,,,1012.0,3.0,9.0,,,
2020-01-15,3,LIMA,SANTIAGO DE SURCO,,,,,1010.0,4.0,13.0,,,
2020-01-15,3,LIMA,SURQUILLO,,,,,1010.0,4.0,13.0,,,
2020-01-15,3,LIMA,VILLA EL SALVADOR,,,,,1010.0,4.0,12.0,,,
2020-01-15,3,LIMA,VILLA MARIA DEL TRIUNFO,,,,,1011.0,4.0,13.0,,,
2020-01-16,3,CALLAO,BELLAVISTA,Niebla,0.0,0.0,0.6,,,,19.0,23.0,20.0
2020-01-16,3,CALLAO,CALLAO,Niebla,0.0,0.0,0.7,,,,20.0,23.0,20.0
2020-01-16,3,CALLAO,CARMEN DE LA LEGUA REYNOSO,Niebla,0.0,0.0,0.4,,,,20.0,24.0,19.0
2020-01-16,3,CALLAO,LA PERLA,Niebla,0.0,0.0,0.1,,,,20.0,23.0,19.0
2020-01-16,3,CALLAO,LA PUNTA,Niebla,0.0,0.0,0.9,,,,20.0,23.0,19.0
2020-01-16,3,CALLAO,MI PERU,Despejado,0.0,0.0,0.0,,,,20.0,24.0,18.0
2020-01-16,3,CALLAO,VENTANILLA,Despejado,0.0,0.0,0.3,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,ANCON,Niebla,0.0,0.0,0.3,,,,19.25,26.0,19.0
2020-01-16,3,LIMA,ATE,Despejado,0.0,0.0,0.4,,,,20.0,25.0,19.0
2020-01-16,3,LIMA,BARRANCO,Despejado,0.0,0.0,0.4,,,,20.25,23.0,19.0
2020-01-16,3,LIMA,BREÑA,Despejado,0.0,0.0,,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,CARABAYLLO,Despejado,0.0,0.0,0.3,,,,18.0,24.0,18.0
2020-01-16,3,LIMA,CHACLACAYO,Despejado,0.0,0.0,0.7,,,,18.0,24.0,18.0
2020-01-16,3,LIMA,CHORRILLOS,Despejado,0.0,0.0,0.3,,,,20.0,23.0,20.0
2020-01-16,3,LIMA,CIENEGUILLA,Despejado,0.0,0.0,0.7,,,,20.0,25.0,17.0
2020-01-16,3,LIMA,COMAS,Despejado,0.0,0.0,0.3,,,,20.0,25.0,19.0
2020-01-16,3,LIMA,EL AGUSTINO,Despejado,0.0,0.0,0.1,,,,20.0,25.0,18.0
2020-01-16,3,LIMA,INDEPENDENCIA,Despejado,0.0,0.0,0.0,,,,20.0,25.0,18.0
2020-01-16,3,LIMA,JESUS MARIA,Despejado,0.0,0.0,,,,,20.0,24.0,18.0
2020-01-16,3,LIMA,LA MOLINA,Despejado,0.0,0.0,0.3,,,,20.0,25.0,18.0
2020-01-16,3,LIMA,LA VICTORIA,Despejado,0.0,0.0,,,,,20.0,25.0,19.0
2020-01-16,3,LIMA,LIMA,Despejado,0.0,0.0,0.4,,,,19.0,24.0,18.0
2020-01-16,3,LIMA,LINCE,Despejado,0.0,0.0,0.4,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,LOS OLIVOS,Despejado,0.0,0.0,0.4,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,LURIGANCHO,Despejado,0.0,0.0,,,,,18.0,24.0,18.0
2020-01-16,3,LIMA,LURIN,Despejado,0.0,0.0,0.6,,,,20.0,24.0,18.0
2020-01-16,3,LIMA,MAGDALENA DEL MAR,Niebla,0.0,0.0,,,,,20.0,23.0,18.0
2020-01-16,3,LIMA,MIRAFLORES,Despejado,0.0,0.0,0.95,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,PACHACAMAC,Despejado,0.0,0.0,0.5,,,,20.0,25.0,18.0
2020-01-16,3,LIMA,PUCUSANA,Despejado,0.0,0.0,0.4,,,,20.0,23.0,20.0
2020-01-16,3,LIMA,PUEBLO LIBRE,Niebla,0.0,0.0,0.9,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,PUENTE PIEDRA,Despejado,0.0,0.0,,,,,20.0,24.0,18.0
2020-01-16,3,LIMA,PUNTA HERMOSA,Despejado,0.0,0.0,0.7,,,,21.0,25.0,19.0
2020-01-16,3,LIMA,PUNTA NEGRA,Despejado,0.0,0.0,0.6,,,,20.0,25.0,18.0
2020-01-16,3,LIMA,RIMAC,Despejado,0.0,0.0,0.4,,,,20.0,25.0,18.0
2020-01-16,3,LIMA,SAN BARTOLO,Despejado,0.0,0.0,0.7,,,,21.0,25.0,20.0
2020-01-16,3,LIMA,SAN BORJA,Despejado,0.0,0.0,0.2,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,SAN ISIDRO,Despejado,0.0,0.0,0.4,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,SAN JUAN DE LURIGANCHO,Despejado,0.0,0.0,0.1,,,,20.0,26.0,17.0
2020-01-16,3,LIMA,SAN JUAN DE MIRAFLORES,Despejado,0.0,0.0,0.3,,,,20.0,24.0,20.0
2020-01-16,3,LIMA,SAN LUIS,Despejado,0.0,0.0,0.8,,,,22.0,25.0,19.0
2020-01-16,3,LIMA,SAN MARTIN DE PORRES,Despejado,0.0,0.0,0.4,,,,20.0,24.0,19.0
2020-01-16,3,LIMA,SAN MIGUEL,Niebla,0.0,0.0,0.4,,,,20.0,23.0,19.0
2020-01-16,3,LIMA,SANTA ANITA,Despejado,0.0,0.0,0.4,,,,20.0,25.0,18.0
2020-01-16,3,LIMA,SANTA MARIA DEL MAR,Despejado,0.0,0.0,0.6,,,,21.0,25.0,19.0
2020-01-16,3,LIMA,SANTA ROSA,Despejado,0.0,0.0,0.7,,,,20.0,24.0,17.0
2020-01-16,3,LIMA,SANTIAGO DE SURCO,Despejado,0.0,0.0,,,,,20.0,24.0,17.0
2020-01-16,3,LIMA,SURQUILLO,Despejado,0.0,0.0,,,,,20.0,24.0,18.0
2020-01-16,3,LIMA,VILLA EL SALVADOR,Despejado,0.0,0.0,0.6,,,,20.0,23.0,18.0
2020-01-16,3,LIMA,VILLA MARIA DEL TRIUNFO,Despejado,0.0,0.0,1.0,,,,20.0,24.0,18.0
2020-01-22,4,CALLAO,BELLAVISTA,,,,,1012.0,4.0,8.0,,,
2020-01-22,4,CALLAO,CALLAO,,,,,1012.0,5.0,8.0,,,
2020-01-22,4,CALLAO,CARMEN DE LA LEGUA REYNOSO,,,,,0.0,5.0,9.0,,,
2020-01-22,4,CALLAO,LA PERLA,,,,,1012.0,4.0,8.0,,,
2020-01-22,4,CALLAO,LA PUNTA,,,,,1012.0,4.0,7.0,,,
2020-01-22,4,CALLAO,MI PERU,,,,,1014.0,5.0,7.0,,,
2020-01-22,4,CALLAO,VENTANILLA,,,,,1014.0,5.0,7.0,,,
2020-01-22,4,LIMA,ANCON,,,,,1012.0,2.0,8.0,,,
2020-01-22,4,LIMA,ATE,,,,,1015.0,2.0,9.0,,,
2020-01-22,4,LIMA,BARRANCO,,,,,1013.0,5.0,9.0,,,
2020-01-22,4,LIMA,BREÑA,,,,,1013.0,5.0,10.0,,,
2020-01-22,4,LIMA,CARABAYLLO,,,,,1014.0,0.0,10.0,,,
2020-01-22,4,LIMA,CHACLACAYO,,,,,1015.0,2.0,8.0,,,
2020-01-22,4,LIMA,CHORRILLOS,,,,,1012.0,6.0,9.0,,,
2020-01-22,4,LIMA,CIENEGUILLA,,,,,1014.0,2.0,8.0,,,
2020-01-22,4,LIMA,COMAS,,,,,1014.0,3.0,10.0,,,
2020-01-22,4,LIMA,EL AGUSTINO,,,,,1014.0,4.0,11.0,,,
2020-01-22,4,LIMA,INDEPENDENCIA,,,,,1013.0,4.0,10.0,,,
2020-01-22,4,LIMA,JESUS MARIA,,,,,,5.0,9.0,,,
2020-01-22,4,LIMA,LA MOLINA,,,,,1013.0,3.0,9.0,,,
2020-01-22,4,LIMA,LA VICTORIA,,,,,1013.0,5.0,10.0,,,
2020-01-22,4,LIMA,LIMA,,,,,1013.0,4.0,10.0,,,
2020-01-22,4,LIMA,LINCE,,,,,1013.0,5.0,10.0,,,
2020-01-22,4,LIMA,LOS OLIVOS,,,,,1012.0,4.0,9.0,,,
2020-01-22,4,LIMA,LURIGANCHO,,,,,1016.0,3.0,9.0,,,
2020-01-22,4,LIMA,LURIN,,,,,1016.0,2.0,8.0,,,
2020-01-22,4,LIMA,MAGDALENA DEL MAR,,,,,1012.0,5.0,9.0,,,
2020-01-22,4,LIMA,MIRAFLORES,,,,,1012.0,5.0,9.0,,,
2020-01-22,4,LIMA,PACHACAMAC,,,,,1016.0,2.0,8.0,,,
2020-01-22,4,LIMA,PUCUSANA,,,,,1015.0,1.0,7.0,,,
2020-01-22,4,LIMA,PUEBLO LIBRE,,,,,1015.0,5.0,9.0,,,
2020-01-22,4,LIMA,PUENTE PIEDRA,,,,,1012.0,4.0,8.0,,,
2020-01-22,4,LIMA,PUNTA HERMOSA,,,,,1016.0,0.0,9.0,,,
2020-01-22,4,LIMA,PUNTA NEGRA,,,,,1013.0,0.0,9.0,,,
2020-01-22,4,LIMA,RIMAC,,,,,1013.0,4.0,10.0,,,
2020-01-22,4,LIMA,SAN BARTOLO,,,,,1013.0,0.0,8.0,,,
2020-01-22,4,LIMA,SAN BORJA,,,,,1014.0,5.0,10.0,,,
2020-01-22,4,LIMA,SAN ISIDRO,,,,,1012.0,5.0,9.0,,,
2020-01-22,4,LIMA,SAN JUAN DE LURIGANCHO,,,,,1013.0,2.0,11.0,,,
2020-01-22,4,LIMA,SAN JUAN DE MIRAFLORES,,,,,1012.0,5.0,9.0,,,
2020-01-22,4,LIMA,SAN LUIS,,,,,1013.0,5.0,11.0,,,
2020-01-22,4,LIMA,SAN MARTIN DE PORRES,,,,,1012.0,5.0,9.0,,,
2020-01-22,4,LIMA,SAN MIGUEL,,,,,1014.0,4.0,8.0,,,
2020-01-22,4,LIMA,SANTA ANITA,,,,,1013.0,4.0,10.0,,,
2020-01-22,4,LIMA,SANTA MARIA DEL MAR,,,,,1014.0,0.0,7.0,,,
2020-01-22,4,LIMA,SANTA ROSA,,,,,1013.0,4.0,6.0,,,
2020-01-22,4,LIMA,SANTIAGO DE SURCO,,,,,1012.0,5.0,10.0,,,
2020-01-22,4,LIMA,SURQUILLO,,,,,1013.0,5.0,10.0,,,
2020-01-22,4,LIMA,VILLA EL SALVADOR,,,,,1012.0,5.0,8.0,,,
2020-01-22,4,LIMA,VILLA MARIA DEL TRIUNFO,,,,,1014.0,4.0,8.0,,,
2020-01-23,4,CALLAO,BELLAVISTA,Despejado,0.0,0.0,1.0,,,,19.0,24.0,19.0
2020-01-23,4,CALLAO,CALLAO,Despejado,0.0,0.0,1.0,,,,21.0,25.0,19.0
